AnnualRainfall,MonsoonRainfall,CloudVisibility,Humidity,Temperature,RiverWaterLevel,SoilSaturation,WindSpeed,Elevation,DrainageQuality,FloodOccurred
1837.9,1283.5,5.0,100.0,24.9,5.55,35.7,0.0,23.5,3,1
1461.4,809.7,4.14,,21.8,3.45,52.9,25.1,247.8,3,0
2287.6,1674.9,5.74,68.4,30.1,7.19,41.7,19.0,141.5,2,1
1726.5,1089.2,7.53,52.3,20.7,2.11,24.1,17.9,210.2,2,0
1387.3,993.6,5.94,93.9,31.0,4.29,51.4,25.1,332.1,2,1
1639.3,1129.7,5.46,61.2,31.1,5.72,57.1,5.0,77.8,1,1
2006.5,1275.5,6.15,48.4,19.7,5.11,80.4,1.1,135.7,3,0
1518.1,886.1,4.49,79.6,35.7,6.53,73.7,18.1,307.0,3,0
1388.9,796.7,5.14,96.2,30.6,1.96,79.4,17.3,216.9,4,0
1921.8,1456.5,0.79,80.0,31.7,8.3,69.4,1.1,80.0,3,1
1922.5,1498.8,8.43,73.1,24.2,6.05,61.7,17.9,54.5,3,1
1546.5,1101.8,6.75,76.1,31.1,7.72,30.4,11.8,97.2,1,1
1564.5,900.9,4.07,91.2,33.6,6.75,58.0,8.5,76.2,2,1
1916.0,1246.4,10.75,56.9,27.5,4.98,66.9,12.3,173.7,1,0
1076.0,787.9,6.22,68.3,38.0,2.43,84.1,0.0,157.8,5,0
1096.3,816.7,3.41,63.2,28.2,3.87,68.7,10.3,177.9,4,0
1440.8,835.0,8.14,52.5,33.7,8.18,79.8,9.4,65.9,4,0
1693.3,931.3,7.0,65.1,29.5,7.77,34.4,19.5,142.9,4,0
1955.5,1423.6,6.99,86.6,30.9,3.76,48.5,13.7,0.0,2,0
2537.7,1622.0,4.94,78.5,19.6,0.5,63.6,20.1,164.5,2,1
2228.8,1367.7,7.13,79.7,29.9,4.57,78.2,0.0,267.5,2,1
1720.0,951.6,5.35,72.2,24.3,4.42,52.1,8.3,7.5,4,0
1790.5,1226.6,7.39,77.8,23.8,4.5,53.4,19.4,198.3,4,0
1298.7,990.7,1.24,58.0,36.7,6.06,68.7,12.5,88.9,4,1
1790.7,1413.6,4.92,65.4,26.9,6.75,32.5,21.8,230.3,5,0
1655.7,1144.8,10.31,72.9,23.0,6.98,87.1,0.6,165.9,5,0
1961.4,1331.0,4.08,74.2,26.2,5.89,37.4,20.8,190.5,4,0
1386.4,792.0,4.49,74.8,21.5,1.4,16.6,9.9,156.5,2,0
2059.7,1415.4,4.88,67.9,35.2,4.32,55.2,9.1,282.8,2,0
2566.4,1655.3,2.96,64.3,24.5,9.61,89.0,22.9,184.7,5,1
1745.6,1225.0,0.48,100.0,30.6,5.75,66.7,24.3,79.5,5,1
2000.9,1294.9,5.42,83.6,34.8,5.74,70.0,23.3,159.9,4,1
2145.1,1308.7,6.34,76.2,25.5,5.72,55.8,31.3,113.1,4,1
1599.4,917.6,5.87,66.5,30.7,5.83,52.0,25.1,166.2,2,0
1912.0,1202.2,5.64,63.2,22.8,0.5,24.1,8.6,108.0,3,0
1806.3,1037.1,6.11,68.0,40.2,4.52,9.8,16.1,82.3,2,0
1848.8,1098.6,8.56,74.4,32.7,4.92,58.9,12.1,169.9,2,1
1413.5,1126.3,5.52,41.8,27.0,7.56,81.3,31.2,155.6,4,0
1812.3,1197.9,4.56,46.5,24.1,5.1,61.9,,256.4,3,1
2049.0,1399.4,5.3,60.4,27.4,1.71,67.5,,108.5,3,0
2525.6,1940.7,7.45,73.1,26.3,5.86,86.7,22.0,0.0,4,1
2279.6,1821.2,9.53,66.4,37.8,3.39,61.6,5.1,113.6,1,1
2876.6,2001.2,4.43,92.2,21.9,2.57,52.5,17.0,0.0,4,1
1416.3,1066.7,6.25,47.8,28.7,3.33,38.6,7.5,191.6,5,0
2236.2,1412.7,6.85,58.7,27.9,6.09,95.4,1.5,0.0,3,1
1891.7,1185.0,3.52,92.8,27.4,7.52,65.5,21.3,51.2,4,1
2894.9,1883.6,6.05,72.0,27.5,5.97,36.1,22.3,113.8,2,1
1395.9,1002.4,2.34,83.3,27.4,6.26,31.6,18.7,304.4,2,0
1380.1,994.5,1.58,100.0,32.4,5.95,80.1,13.5,42.7,2,1
1500.3,943.4,6.92,59.6,31.0,5.2,34.3,4.9,151.2,4,0
738.1,430.5,5.04,68.5,30.1,6.39,92.1,5.7,208.0,1,0
1537.1,1088.4,6.51,65.9,12.8,0.5,5.0,7.2,298.4,5,0
1420.4,826.8,5.96,40.7,29.5,5.22,83.5,13.1,227.8,2,0
1875.2,1302.6,3.56,65.3,19.7,2.91,64.7,23.6,259.4,4,0
1970.9,1425.6,5.89,83.2,31.2,7.33,57.4,23.5,236.4,1,0
2738.1,1985.5,2.92,78.1,35.4,4.71,51.5,1.8,29.1,3,1
2275.2,1679.9,9.48,79.3,23.4,5.06,92.8,9.5,186.0,3,1
1511.5,1161.2,2.61,64.4,26.7,1.99,69.1,9.2,234.9,5,0
1350.8,911.8,5.51,60.2,25.0,7.03,36.9,0.0,54.3,4,0
2046.0,1498.8,3.39,89.0,34.2,6.25,20.6,19.5,92.0,4,1
1139.9,803.4,7.43,62.5,28.5,6.11,58.5,13.0,69.7,2,0
2715.7,1620.4,5.17,74.4,36.6,3.37,55.0,14.1,227.3,1,1
2389.7,1329.7,4.7,72.5,30.1,3.45,24.6,25.8,143.1,5,0
1565.4,972.3,8.13,91.9,29.2,5.45,53.9,15.7,117.9,1,1
943.4,623.4,6.07,84.6,28.3,3.61,43.5,11.6,21.8,5,0
2476.9,1744.4,7.29,50.6,32.1,5.87,55.2,19.6,143.3,4,0
1742.7,1328.8,3.55,52.2,19.3,0.68,69.5,23.5,93.2,4,0
2418.9,1449.1,2.49,78.7,28.4,4.02,84.9,17.4,174.3,5,1
1002.8,583.0,6.27,69.0,27.6,8.59,73.2,20.5,35.7,1,0
1500.3,1186.6,5.2,63.2,31.6,5.88,40.6,13.8,167.8,3,0
1802.6,1040.1,7.57,85.2,27.1,5.33,62.4,14.3,106.1,3,1
1823.5,1221.1,5.8,72.8,22.8,8.97,56.3,15.9,25.1,2,1
1575.0,1096.8,6.51,70.8,28.0,0.5,28.4,9.0,17.3,2,0
2111.4,1447.1,1.94,81.7,22.6,3.37,63.0,10.5,32.3,1,1
1266.2,723.6,10.72,64.4,18.4,4.2,92.1,26.0,129.4,4,0
1728.8,975.5,5.59,93.5,31.6,6.72,55.6,31.1,162.1,1,1
1860.1,1072.1,7.74,58.2,30.9,6.75,23.1,27.7,177.0,5,0
2057.2,1432.6,3.91,79.9,30.3,3.27,55.6,4.4,180.8,3,1
2155.8,1479.1,6.77,91.5,34.5,7.0,30.7,3.6,74.1,2,1
1237.7,753.0,2.74,49.3,24.7,4.19,72.3,5.5,255.8,1,0
1032.9,732.8,7.13,64.8,20.8,7.42,65.5,16.1,105.8,1,0
2438.8,1841.4,5.11,87.1,27.6,2.93,51.6,0.0,195.0,5,0
1966.2,1101.8,6.07,87.4,26.3,4.75,48.4,10.3,133.6,4,0
1425.8,961.7,7.74,67.4,23.8,4.02,50.8,26.3,187.6,4,0
2575.6,1860.4,2.92,59.0,27.6,7.11,55.2,22.9,128.6,3,1
1857.8,1139.0,4.29,84.3,24.9,3.95,39.6,10.9,189.4,2,0
2389.6,1498.2,7.14,87.8,18.8,4.92,27.2,11.5,149.3,4,1
1833.8,1289.9,11.25,52.5,25.8,6.01,77.8,19.5,231.4,4,0
2830.4,2192.1,5.65,51.9,22.3,6.09,47.3,22.5,68.1,4,1
2677.7,2014.9,7.48,73.4,29.2,6.77,58.3,10.7,0.0,1,1
1675.5,1165.8,5.73,79.4,24.7,5.42,60.7,13.1,52.7,4,0
2285.8,1674.5,10.86,65.5,33.6,4.16,61.4,10.5,256.9,5,0
2122.7,1361.1,1.63,80.2,36.0,4.3,31.5,4.3,134.5,3,0
2484.3,1764.5,6.24,59.3,31.4,5.05,21.5,13.2,159.2,4,1
1317.5,878.2,1.94,38.3,20.2,5.5,43.2,12.6,44.6,2,1
2143.0,1280.4,0.2,63.6,35.5,4.71,62.9,4.9,156.6,1,1
2329.2,1689.7,6.74,70.9,35.9,5.04,40.4,20.2,47.7,5,0
920.6,634.4,6.35,65.9,28.1,1.97,47.9,18.9,62.4,3,0
1208.4,772.9,5.29,52.6,34.6,6.33,97.5,20.6,109.8,1,1
780.4,607.0,5.73,42.8,25.2,5.36,18.1,8.9,194.5,5,0
1665.3,924.6,13.75,62.3,18.7,7.0,39.9,0.0,205.2,1,0
2158.8,1357.7,5.35,83.5,24.2,5.0,92.9,18.7,207.9,3,1
2551.2,1439.4,7.28,88.8,36.6,1.52,54.1,9.7,0.0,3,1
1837.0,1362.4,4.38,87.8,20.5,4.28,40.9,7.9,149.3,4,1
2614.3,1896.8,6.74,57.8,28.0,4.6,78.4,4.9,130.3,2,1
1109.9,702.4,5.4,52.7,28.2,6.49,56.1,12.8,0.0,4,0
948.3,681.8,4.97,77.4,25.4,0.86,48.0,27.6,151.6,1,0
1772.2,1150.1,10.55,79.5,25.8,5.08,58.8,11.0,125.0,4,0
1992.0,1472.2,8.94,76.0,28.4,6.03,41.8,6.3,201.2,3,1
1783.7,1183.5,6.34,,25.2,3.68,34.7,20.2,158.1,3,0
766.3,500.4,0.24,57.0,20.9,5.15,52.7,16.4,95.1,3,0
1755.4,1375.7,5.1,69.6,29.1,3.75,34.8,0.0,242.6,4,1
1147.8,703.3,12.76,77.3,33.4,3.54,55.2,20.3,0.0,5,0
2134.8,1238.4,5.42,81.5,32.3,4.18,62.1,32.0,143.6,4,1
1983.3,1380.6,8.76,72.2,24.0,3.58,72.1,0.0,0.0,4,0
1330.1,1053.8,9.6,75.0,21.7,6.37,77.6,5.1,58.8,4,0
1543.1,994.4,6.55,71.3,26.6,3.53,46.9,0.0,202.5,4,0
1270.4,718.4,3.9,80.3,35.8,3.19,65.0,14.4,22.6,3,1
1768.7,1122.8,0.2,74.7,31.2,8.54,64.9,22.9,7.6,2,1
2277.6,1540.7,7.71,71.0,31.5,6.92,61.6,15.8,388.2,4,1
1307.1,771.8,3.96,66.0,32.4,1.28,45.4,26.1,14.1,4,0
2052.0,1466.2,6.44,71.2,30.1,3.47,34.4,21.6,315.1,2,0
1534.9,1227.0,2.88,77.3,28.6,5.48,65.0,28.6,132.8,4,1
1403.6,930.5,5.34,74.0,31.3,5.65,20.9,24.3,97.5,2,0
1746.5,1115.4,6.08,75.7,25.3,2.02,49.6,11.8,206.7,3,0
1282.4,833.8,6.67,90.1,20.9,7.32,5.0,15.5,283.7,5,0
1523.2,881.6,3.21,74.0,31.6,6.65,28.3,8.1,35.4,4,1
1201.1,925.8,8.99,60.3,34.2,5.96,37.5,13.2,99.0,5,0
2782.4,1818.8,4.51,83.3,22.4,7.71,76.9,15.5,234.7,4,1
1817.6,1175.7,1.81,49.5,32.1,5.9,68.8,14.3,178.8,1,1
1450.1,1036.7,5.73,53.8,36.4,5.9,43.9,25.7,260.2,1,0
1907.0,1259.6,6.09,75.0,28.0,8.12,69.6,12.4,201.5,3,0
1743.8,1241.7,6.4,77.7,23.9,7.2,72.8,7.5,330.8,5,0
1689.5,955.2,9.41,51.3,28.6,3.32,51.8,8.0,167.9,5,0
2107.1,1587.5,5.41,64.3,25.2,6.27,27.3,20.2,172.2,2,1
2178.8,1710.6,5.7,60.9,24.9,3.67,50.8,3.8,182.2,2,1
1534.7,1093.0,3.24,62.7,30.2,6.01,53.0,13.4,135.8,4,0
1512.1,1192.5,8.05,84.2,20.0,5.95,30.4,25.6,234.8,2,0
1662.5,977.3,6.46,80.6,20.8,2.23,62.3,17.3,173.7,2,0
649.0,434.4,4.95,69.7,28.1,4.76,60.6,14.4,228.8,5,0
1042.4,730.2,1.24,61.8,27.9,5.53,63.9,14.7,244.4,1,0
2483.4,1727.1,9.61,49.8,29.7,4.13,60.6,6.8,192.8,5,0
2622.5,1705.6,2.93,91.3,37.4,5.63,69.6,8.1,200.2,2,1
1675.5,1063.1,4.52,78.9,28.5,6.61,51.4,13.4,49.0,4,0
2088.3,1214.8,6.9,59.4,31.0,4.94,59.0,17.2,95.0,1,1
1955.6,1267.1,3.01,80.8,23.1,5.45,47.0,,234.3,2,1
3339.4,1972.5,2.27,68.9,31.8,7.77,43.3,15.7,292.4,2,1
2359.8,1731.1,0.69,65.7,25.4,5.95,81.8,25.8,0.0,4,1
1736.0,1045.5,7.8,76.5,28.4,5.4,14.1,27.8,93.2,4,0
1322.2,746.6,4.64,58.9,27.5,3.08,72.5,21.4,152.4,2,0
996.8,685.9,13.32,64.8,33.2,6.34,42.6,24.8,62.1,2,0
1901.7,1328.9,3.51,71.8,21.5,5.66,40.0,7.1,67.7,5,0
1421.8,1091.9,3.7,62.5,16.6,7.57,,5.8,197.5,3,0
1088.9,755.9,4.59,80.0,26.9,5.09,25.2,19.1,308.1,4,0
1476.7,939.7,6.61,98.0,30.3,1.37,38.7,4.3,0.0,4,0
1259.2,945.4,4.82,58.7,28.8,1.6,38.0,12.7,133.0,5,0
2643.6,1811.0,7.53,45.0,34.2,6.47,50.6,21.2,196.3,1,1
2240.8,1276.9,3.55,40.0,30.2,3.86,38.9,,228.0,1,1
1796.0,1241.9,2.55,67.7,25.2,5.87,87.0,13.0,181.9,1,1
2540.0,1973.6,1.5,60.1,16.4,5.23,90.9,9.8,326.1,4,1
1838.7,1193.4,0.44,73.1,26.8,4.67,14.6,17.6,152.9,3,0
1369.4,854.6,4.7,72.0,33.1,4.81,65.9,6.4,281.2,3,0
2561.6,1500.7,5.25,46.0,26.0,3.27,72.2,13.6,85.4,5,0
2069.5,1216.6,4.42,42.8,28.1,4.97,65.9,14.9,155.8,1,0
1281.4,843.4,9.11,74.4,30.1,3.83,41.8,14.8,28.7,1,0
1704.8,1191.5,9.07,72.0,22.9,4.26,50.1,15.7,240.1,2,0
1362.2,776.7,5.16,63.6,31.1,4.35,40.0,,138.0,5,0
1108.6,870.1,1.52,45.1,36.2,4.55,46.6,9.2,185.8,5,0
2263.1,1671.9,4.58,77.1,27.1,6.84,30.8,9.0,118.7,4,1
2754.7,1919.1,4.5,89.1,22.4,4.74,52.7,2.0,208.6,4,1
1100.7,833.4,4.36,74.2,27.7,7.05,24.9,17.7,189.7,5,0
2081.5,1186.5,4.26,57.3,16.9,8.08,51.0,22.2,50.5,3,1
1474.7,986.9,4.37,70.7,29.7,6.71,30.0,21.4,56.3,5,0
1556.4,1101.2,5.03,49.5,30.3,6.07,59.1,12.9,147.2,3,0
1503.8,1138.6,4.41,85.9,36.4,5.65,41.4,8.5,216.0,4,0
1368.0,1020.4,6.52,71.2,27.0,6.73,60.8,21.0,336.3,5,0
1824.3,1129.7,6.9,43.5,30.0,5.18,76.6,20.1,180.3,3,0
1384.5,1087.2,3.72,65.5,23.7,6.97,86.8,16.7,250.8,2,1
1935.2,1124.5,9.18,76.9,26.2,6.23,5.0,29.0,0.0,2,0
1774.9,1364.5,3.55,65.0,20.4,4.28,38.3,14.8,351.3,5,0
1680.5,1332.2,1.96,65.9,27.0,6.79,48.9,12.9,210.6,1,1
1346.2,800.0,6.95,51.6,26.5,5.18,64.2,11.8,145.0,5,0
1511.6,1104.3,3.96,78.5,29.5,4.79,22.0,2.5,133.5,4,0
2177.7,1219.7,6.8,60.3,24.9,4.05,35.4,20.3,39.3,4,0
2050.5,1335.6,0.2,37.7,28.4,5.33,57.6,14.2,67.9,2,1
1311.2,890.4,9.48,64.4,26.3,6.99,56.7,19.1,341.0,3,0
1849.7,1285.8,7.68,84.7,26.3,6.78,62.6,29.7,51.1,2,1
2175.7,1705.7,2.25,64.2,28.4,5.71,63.9,11.9,49.2,3,1
965.3,693.1,2.3,96.1,28.2,6.2,61.8,0.0,79.8,5,0
2071.7,1388.7,10.18,76.4,31.8,7.54,58.9,18.8,30.2,1,1
1468.7,1105.1,4.16,75.1,27.4,4.7,56.1,16.3,151.5,4,0
2085.3,1642.5,3.91,68.1,26.3,2.77,68.3,9.1,258.9,5,0
1418.4,787.9,0.33,69.0,27.1,7.6,10.2,18.2,89.0,2,0
897.6,714.1,5.12,66.0,24.4,3.94,85.9,21.3,12.7,5,0
986.2,563.7,5.43,65.5,26.2,3.62,10.9,7.4,179.2,1,0
1824.0,1374.6,7.79,78.0,38.2,1.41,33.4,12.6,144.4,3,0
1929.9,1196.7,2.5,56.0,23.4,6.14,50.5,,250.3,1,1
1347.8,785.9,2.2,53.9,26.6,1.76,68.5,9.2,104.5,2,0
2119.3,1398.7,7.13,53.2,26.1,3.5,5.0,15.5,124.0,1,0
969.2,689.1,8.52,100.0,26.8,6.18,54.4,0.0,135.0,4,0
1767.0,1140.1,2.07,78.0,26.3,6.44,70.8,3.1,158.9,1,1
1194.5,673.3,8.7,74.6,29.4,3.7,74.9,16.3,110.7,5,0
1474.1,1031.7,6.09,54.1,19.4,4.73,41.1,24.8,94.5,3,0
1823.7,1414.5,8.73,79.4,33.2,3.25,49.0,4.1,0.0,4,0
1369.8,884.6,5.82,68.3,31.2,3.9,42.7,15.6,93.5,4,0
1607.7,971.2,0.2,73.2,21.8,5.53,47.1,12.0,221.5,4,1
2303.1,1521.6,5.62,55.4,16.7,4.0,34.4,22.6,235.0,2,1
1511.6,849.6,8.65,72.4,23.1,4.51,37.2,5.3,102.9,2,0
2217.8,1674.7,3.77,63.6,26.8,2.07,63.7,18.4,279.9,5,1
1235.1,934.5,5.03,58.5,40.9,7.27,57.6,9.8,147.1,3,0
2064.9,1439.2,5.56,81.0,30.7,6.02,64.8,16.8,16.2,1,1
2520.8,1609.0,0.2,46.9,19.0,6.59,59.3,15.6,0.0,5,1
564.2,423.1,10.18,78.5,24.6,7.58,69.1,13.0,271.8,2,0
1401.6,965.2,3.75,80.3,27.7,3.35,72.6,18.8,112.7,5,1
2088.5,1579.9,7.26,56.8,29.3,4.28,20.2,15.3,28.6,3,1
1698.5,1202.3,5.78,57.7,21.4,1.21,37.9,13.9,0.0,5,0
1985.6,1481.4,9.14,66.7,27.3,11.28,50.4,12.1,110.4,4,0
1498.0,1048.1,7.02,74.2,24.4,4.7,54.5,,190.5,1,0
1843.3,1204.7,5.41,67.7,22.5,7.08,41.6,16.8,80.2,2,1
1722.2,1359.6,3.77,76.5,29.3,2.52,73.2,7.1,44.7,2,1
2383.9,1633.6,7.99,96.4,31.9,6.99,94.6,12.2,95.1,3,1
1927.2,1351.5,1.32,62.4,32.2,8.72,58.7,6.6,274.3,3,1
1968.8,1191.4,7.61,44.3,30.9,4.88,56.7,14.7,10.7,3,0
1594.1,1126.1,3.25,82.4,25.5,2.98,72.0,10.3,85.8,2,1
1556.2,1078.3,9.13,95.2,31.6,4.72,17.7,21.2,271.1,4,0
1583.7,944.2,6.4,75.9,29.5,0.55,55.6,20.4,199.4,1,0
1997.2,1128.2,7.61,53.7,28.7,4.92,74.6,7.6,167.9,3,0
1589.5,1114.4,6.2,68.1,24.9,6.64,42.1,15.0,85.2,2,1
1944.9,1441.0,1.62,53.2,25.5,4.93,30.5,20.1,153.1,4,0
2837.7,1932.0,3.85,79.6,28.4,4.43,51.3,13.6,96.2,3,1
2235.6,1356.3,7.68,49.7,40.2,6.06,53.8,9.2,64.1,3,0
1637.0,1173.1,6.42,65.5,29.5,6.21,36.8,6.3,42.0,1,0
2400.6,1368.4,8.95,,24.9,1.68,96.9,21.8,228.4,1,1
1596.0,1054.1,7.01,71.9,23.8,5.18,45.4,22.2,144.0,5,0
780.9,461.4,3.58,64.5,25.5,9.87,31.9,13.3,181.5,3,0
1296.0,772.5,4.01,72.7,38.9,2.33,53.1,21.1,165.2,5,0
864.6,519.3,6.26,70.3,26.0,4.83,73.2,0.0,194.1,2,0
1624.2,1050.4,0.21,55.2,32.5,8.88,55.3,25.6,124.5,1,1
1809.2,1018.2,10.18,79.4,26.1,7.21,64.7,13.7,101.8,4,0
2638.2,1713.4,7.1,69.3,29.3,3.97,37.6,16.1,68.5,3,1
1963.5,1331.1,9.07,55.2,32.0,5.41,84.8,12.4,8.6,3,1
1690.4,1134.0,2.05,100.0,25.1,5.0,66.2,26.2,37.8,5,1
2214.7,1430.0,9.11,77.1,24.8,3.5,76.0,6.5,113.5,1,1
694.4,527.6,11.58,67.7,36.3,4.85,62.3,26.8,0.0,5,0
1917.8,1124.5,2.7,91.2,32.9,4.44,71.5,18.2,11.8,3,1
2185.4,1478.3,7.93,97.6,32.0,5.23,37.5,20.0,254.2,1,1
1060.7,599.8,6.0,67.8,31.9,3.5,45.2,12.4,172.4,3,0
2371.9,1346.7,2.14,75.2,30.3,2.45,81.9,4.5,104.8,1,1
1969.2,1365.6,7.23,55.2,38.1,4.92,86.2,22.4,377.2,3,0
1592.4,1101.1,8.08,67.8,28.2,8.43,32.1,17.5,0.0,4,0
2116.4,1628.6,4.5,67.0,30.9,5.16,60.0,25.9,247.6,5,0
2935.3,2023.8,8.91,72.8,20.7,4.34,46.4,13.4,138.9,1,1
1890.9,1493.7,1.83,75.0,23.9,6.51,41.1,11.6,228.5,5,0
1924.1,1081.7,2.26,78.4,22.0,4.68,60.7,26.1,160.9,1,1
1570.3,902.2,6.34,73.6,34.4,8.74,77.8,30.3,0.0,1,1
1375.1,771.4,6.06,51.8,15.2,4.99,64.0,15.1,159.5,1,0
2215.2,1320.9,4.21,55.9,26.0,6.4,48.6,9.0,183.6,3,1
1372.0,940.2,8.02,61.8,13.0,3.49,65.3,21.5,0.0,2,0
1835.8,1306.0,7.33,65.8,23.8,6.01,47.8,13.0,344.4,3,0
1561.2,876.4,8.15,85.8,25.5,5.55,63.2,19.8,181.1,2,0
2039.5,1604.0,5.69,52.6,34.9,4.89,82.9,12.9,217.2,3,1
1966.8,1495.9,7.51,64.6,30.0,4.0,13.5,27.5,33.4,2,1
2318.8,1447.3,4.89,84.3,23.8,3.72,70.9,9.4,219.1,1,1
1545.0,879.6,11.13,65.5,33.3,5.56,24.2,18.8,259.0,1,0
1665.1,986.5,3.97,76.9,28.1,6.26,79.6,11.1,175.4,2,1
1310.6,762.4,11.26,67.9,28.2,4.75,42.3,12.7,149.1,2,0
1577.9,916.5,6.09,73.9,22.0,5.57,30.6,11.7,60.6,5,0
1988.7,1351.6,2.56,66.6,23.0,4.92,68.9,20.9,128.4,1,1
2178.5,1332.1,9.42,80.0,23.9,5.2,62.3,22.3,98.8,3,0
1338.9,856.3,6.31,46.8,28.2,4.6,35.0,19.5,207.2,5,0
2234.8,1782.0,8.13,64.6,28.4,5.04,29.9,14.1,65.0,2,1
2477.8,1786.7,9.06,74.4,35.7,10.4,51.3,16.1,206.5,3,1
2006.7,1579.8,6.84,78.0,29.9,5.62,30.9,22.2,66.1,4,1
2738.4,1603.7,4.52,92.4,14.5,6.29,33.8,22.4,123.8,4,1
1413.1,912.2,8.44,64.1,29.3,5.88,57.3,0.0,211.6,4,0
1177.7,811.0,6.0,92.2,20.7,4.47,35.7,12.8,79.6,3,0
910.6,518.3,7.71,60.1,23.2,7.59,63.5,13.2,215.1,2,0
2548.0,1404.1,0.62,89.9,23.9,4.42,84.8,20.4,205.3,3,1
2127.2,1526.5,7.12,82.3,24.7,7.11,52.0,14.5,122.9,5,1
1772.2,1259.1,4.4,56.3,21.1,4.33,57.6,20.8,266.2,5,0
1940.0,1266.2,10.13,74.6,29.0,3.08,95.4,6.4,157.8,4,0
1237.3,831.9,7.56,69.2,20.9,5.73,31.2,17.1,260.2,2,0
3022.9,1976.5,6.6,79.4,29.8,2.79,78.8,22.2,329.3,5,0
1864.6,1036.7,7.22,66.7,39.2,6.07,76.4,3.2,125.9,1,1
1854.7,1175.6,3.5,65.4,21.4,2.61,72.1,35.1,214.5,1,1
2162.9,1285.3,10.06,90.5,26.6,4.36,80.8,24.5,86.2,4,1
2040.5,1172.5,10.98,68.5,15.4,2.14,60.6,15.0,46.7,4,0
1911.9,1508.9,6.98,82.4,26.5,10.65,43.3,8.4,130.5,4,0
1404.8,983.1,9.98,66.6,31.2,1.69,76.9,13.6,13.7,5,0
2035.7,1490.5,4.58,95.0,31.6,5.02,77.7,15.7,56.2,2,1
2741.0,1723.7,4.01,59.8,28.4,7.29,77.1,18.5,209.1,4,1
2472.7,1603.0,6.1,60.8,32.4,7.07,55.9,27.0,98.6,3,1
2596.6,1581.9,7.09,92.9,40.7,6.7,40.7,11.2,221.1,4,1
1544.4,886.9,5.02,63.3,36.6,4.37,58.8,19.5,179.9,5,0
1305.2,776.3,7.34,94.0,25.4,7.7,73.8,4.7,335.1,2,0
1737.1,1301.8,6.77,83.4,20.7,6.83,75.5,11.7,202.4,4,1
1827.9,1314.9,3.5,67.7,26.0,5.42,46.4,18.0,261.4,1,0
2347.1,1611.8,7.3,42.8,23.3,5.48,61.3,20.5,190.2,4,0
953.8,637.9,8.16,69.7,30.3,4.39,28.8,9.0,181.1,4,0
2564.8,2002.1,6.43,71.5,22.1,3.18,74.7,11.5,266.5,2,1
1721.0,977.8,8.88,87.5,27.6,7.47,39.3,26.7,216.9,3,0
1586.6,983.9,2.96,93.8,32.2,7.62,70.7,24.3,171.0,4,1
1293.9,824.9,7.17,59.7,27.5,3.23,32.0,16.7,170.6,4,0
972.6,725.2,3.07,82.0,23.3,4.69,75.6,0.0,203.8,5,0
2211.6,1765.1,3.21,81.5,33.9,4.71,61.4,35.1,82.9,2,1
1836.7,1120.7,4.42,86.1,18.6,4.93,39.4,14.8,78.6,5,0
1155.0,887.7,3.64,77.5,26.4,5.13,68.8,12.5,292.5,4,0
1152.5,873.2,4.63,40.9,27.8,6.89,43.2,10.8,336.4,4,0
1632.1,989.3,5.46,67.7,28.1,3.51,70.0,18.0,57.1,1,1
2634.5,1712.0,8.09,52.7,28.9,3.31,49.5,18.1,83.1,5,1
1670.2,1089.7,5.2,67.0,31.1,7.47,20.6,22.6,264.3,2,0
1048.4,833.0,2.04,84.7,27.8,4.07,35.4,7.6,203.4,4,0
1677.1,998.3,8.85,74.6,26.2,2.47,46.4,12.5,217.6,1,0
1663.6,1247.4,3.91,87.2,26.0,4.03,82.4,31.2,239.7,1,1
451.6,286.1,5.85,75.1,24.9,4.34,73.0,16.8,125.9,3,0
1772.9,1299.0,7.12,50.5,31.9,8.11,87.5,13.6,183.0,2,1
1684.5,1103.4,6.5,32.2,24.8,6.85,88.1,7.5,175.2,1,0
2148.1,1492.1,8.74,72.2,32.2,7.3,44.3,19.0,64.2,2,1
2724.5,2065.6,7.2,66.8,28.1,6.64,,23.2,181.5,4,1
2363.3,1774.9,3.85,55.3,25.4,6.89,46.8,22.0,273.8,3,1
1665.6,1276.8,11.45,44.5,31.1,3.62,41.6,12.9,116.6,2,0
1246.7,704.3,6.49,59.0,24.4,4.6,18.2,17.9,165.3,3,0
3086.7,2231.7,5.63,67.1,31.2,3.02,54.7,28.4,170.7,2,1
1829.6,1070.3,8.41,80.0,29.1,4.58,29.3,23.6,121.5,2,0
1807.0,1181.7,6.62,72.8,25.0,6.37,54.3,8.7,217.7,5,0
1787.9,1228.6,7.0,94.1,30.6,5.27,97.3,0.0,82.0,3,1
1899.0,1235.7,12.23,54.5,30.7,7.62,44.8,17.4,283.3,2,0
1727.8,1174.7,5.31,83.2,33.8,2.72,58.9,21.4,212.6,5,0
1513.2,1209.2,5.21,70.7,32.8,6.0,73.1,6.3,56.3,5,0
1526.6,891.2,6.29,80.4,30.5,2.5,60.6,14.9,319.8,3,0
1783.6,1282.2,8.68,63.5,22.4,5.19,60.8,12.9,166.8,4,0
1528.3,991.9,2.23,86.1,40.2,6.48,47.8,15.8,77.7,3,1
1443.6,842.0,1.09,74.4,21.0,4.57,50.4,10.6,260.5,2,0
1853.2,1092.8,4.53,59.8,32.7,6.1,35.8,25.3,199.5,4,0
1672.5,1316.8,1.92,69.8,30.2,3.08,71.9,16.2,0.0,3,1
